NATIONAL ATMOSPHERIC DEPOSITION PROGRAM/NTN

Site ID: CA45 Date Range: 1/1/1979 to 10/1/2017 Report Date: 7/30/2017 2:32:58 PM
"SiteID","Date On","Date Off","ldCa","Ca","ldMg","Mg","ldK","K","ldNa","Na","ldNH4","NH4","ldNO3","NO3","ldCl","Cl","ldSO4","SO4","pH Lab","pH Field","pH FV","Lab Cond","Field Cond","FV Cond","Svol","RG Ppt","Sub Ppt","Lab Type","Valcode","Invalcode","Notes"
"CA45","01/15/1991","01/22/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",1.4,0.00,0.000,"t ","d ","            ",""
"CA45","01/22/1991","01/29/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",1.7,0.00,0.000,"t ","d ","            ",""
"CA45","01/29/1991","02/05/1991"," ",0.020," ",0.034," ",0.020," ",0.300," ",0.030," ",0.240," ",0.540," ",0.230,5.28,5.15,"p",4.8,6.1,"p",4080.3,60.96,60.960,"w ","w ","            ",""
"CA45","02/05/1991","02/12/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.8,0.00,0.000,"t ","d ","            ",""
"CA45","02/12/1991","02/19/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.6,0.00,0.000,"t ","d ","            ",""
"CA45","02/19/1991","02/26/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.6,0.00,0.000,"t ","d ","            ",""
"CA45","02/26/1991","03/05/1991"," ",0.020," ",0.055," ",0.019," ",0.465,"<",0.020," ",0.150," ",0.830," ",0.270,5.45,5.30,"p",5.5,5.8,"p",12724.2,190.75,190.750,"w ","w ","            ",""
"CA45","03/05/1991","03/13/1991"," ",0.030," ",0.023," ",0.010," ",0.190,"<",0.020," ",0.100," ",0.330," ",0.260,5.43,5.00,"p",3.5,4.7,"p",4545.9,68.83,68.830,"w ","w ","            ",""
"CA45","03/13/1991","03/19/1991"," ",0.050," ",0.061," ",0.023," ",0.462," ",0.370," ",0.890," ",0.790," ",0.590,5.68,5.20,"p",8.0,9.1,"p",1925.3,28.45,28.450,"w ","w ","            ",""
"CA45","03/19/1991","03/26/1991"," ",0.020," ",0.025," ",0.004," ",0.206," ",0.040," ",0.150," ",0.340," ",0.230,5.52,5.30,"p",3.7,4.5,"p",6855.8,102.87,102.870,"w ","w ","            ",""
"CA45","03/26/1991","04/02/1991"," ",0.030," ",0.011,"<",0.003," ",0.040," ",0.120," ",0.490," ",0.060," ",0.220,6.12,5.15,"p",4.0,4.7,"p",220.7,3.05,3.050,"w ","w ","            ",""
"CA45","04/02/1991","04/09/1991"," ",0.020," ",0.007," ",0.010," ",0.025,"<",0.020," ",0.400," ",0.050," ",0.130,5.85,5.10,"p",2.4,5.5,"p",275.2,4.57,4.570,"w ","w ","            ",""
"CA45","04/09/1991","04/16/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.6,0.00,0.000,"t ","d ","            ",""
"CA45","04/16/1991","04/23/1991"," ",0.060," ",0.036," ",0.020," ",0.290," ",0.070," ",0.390," ",0.490," ",0.430,5.86,5.10,"p",4.9,7.0,"p",313.5,5.33,5.330,"w ","w ","            ",""
"CA45","04/23/1991","04/30/1991"," ",0.040," ",0.023," ",0.012," ",0.215,"<",0.020," ",0.240," ",0.330," ",0.280,5.46,5.30,"p",4.0,5.0,"p",292.4,5.59,5.590,"w ","w ","            ",""
"CA45","04/30/1991","05/07/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",47.1,0.76,0.760,"w ","  ","c           ","ns"
"CA45","05/07/1991","05/14/1991"," ",0.030," ",0.015," ",0.016," ",0.087,"<",0.020," ",0.210," ",0.130," ",0.200,6.32,5.20,"p",3.7,4.1,"p",257.3,3.81,3.810,"w ","w ","            ",""
"CA45","05/14/1991","05/21/1991"," ",0.070," ",0.056," ",0.039," ",0.387," ",0.120," ",0.320," ",0.670," ",0.860,5.53,5.05,"p",7.0,8.3,"p",304.3,4.57,4.570,"w ","w ","            ",""
"CA45","05/21/1991","05/28/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","05/28/1991","06/03/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","06/03/1991","06/11/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","06/11/1991","06/18/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","06/18/1991","06/25/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","06/25/1991","07/01/1991"," ",0.020," ",0.006," ",0.009," ",0.076," ",0.400," ",1.070," ",0.060," ",0.360,6.12,5.45,"p",6.0,6.1,"p",837.1,12.70,12.700,"w ","w ","            ",""
"CA45","07/01/1991","07/09/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","07/09/1991","07/16/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","07/16/1991","07/23/1991"," ",0.050," ",0.008," ",0.022," ",0.063,"<",0.020," ",0.310," ",0.110," ",0.210,6.42,5.00,"p",5.7,5.5,"p",238.9,3.81,3.810,"w ","w ","            ",""
"CA45","07/23/1991","07/30/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","07/30/1991","08/06/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/06/1991","08/13/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/13/1991","08/20/1991"," ",0.300," ",0.089," ",0.083," ",0.272," ",0.170," ",2.380," ",0.500," ",1.720,7.36,-9.00,"-",43.3,-9.0,"-",14.9,0.25,0.250,"wa","wa","            ",""
"CA45","08/20/1991","08/27/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/27/1991","09/03/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/03/1991","09/10/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/10/1991","09/17/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/17/1991","09/24/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/24/1991","10/01/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.3,-7.00,0.127,"t ","t ","            ",""
"CA45","10/01/1991","10/08/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","10/08/1991","10/15/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","10/15/1991","10/22/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","10/22/1991","10/29/1991","<",0.010," ",0.011," ",0.007," ",0.095,"<",0.020," ",0.050," ",0.160," ",0.070,5.52,5.45,"p",2.1,3.2,"p",2994.1,45.21,45.210,"w ","w ","            ",""
"CA45","10/29/1991","11/05/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.7,0.00,0.000,"t ","d ","            ",""
"CA45","11/05/1991","11/12/1991","<",0.090,"<",0.029," ",0.048," ",0.279,"<",0.190," ",1.730," ",0.380," ",0.380,5.42,-9.00,"-",17.7,-9.0,"-",9.5,-7.00,0.127,"wa","wa","            ",""
"CA45","11/12/1991","11/19/1991"," ",0.050," ",0.167," ",0.057," ",1.360,"<",0.020," ",0.150," ",2.720," ",0.460,5.42,5.20,"p",11.7,12.5,"p",2148.3,32.26,32.260,"w ","w ","            ",""
"CA45","11/19/1991","11/26/1991"," ",0.010," ",0.003,"<",0.003," ",0.069," ",0.100," ",0.470," ",0.120," ",0.180,5.45,4.95,"p",3.3,4.6,"p",706.7,10.67,10.670,"w ","w ","            ",""
"CA45","11/26/1991","12/03/1991","<",0.030,"<",0.010,"<",0.010," ",0.137," ",0.170," ",0.270," ",0.240," ",0.170,6.32,-9.00,"-",4.2,-9.0,"-",27.2,0.76,0.760,"wa","wa","            ",""
"CA45","12/03/1991","12/10/1991","<",0.010," ",0.004," ",0.006," ",0.037," ",0.040," ",0.270," ",0.060," ",0.080,5.64,5.30,"p",2.1,2.8,"p",476.5,7.62,7.620,"w ","w ","            ",""
"CA45","12/10/1991","12/17/1991"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",2.4,0.00,0.000,"t ","d ","            ",""
"CA45","12/17/1991","12/23/1991"," ",0.020," ",0.033," ",0.011," ",0.243," ",0.040," ",0.810," ",0.440," ",0.260,5.02,4.90,"p",6.9,9.2,"p",931.5,13.72,13.720,"w ","w ","            ",""
"CA45","12/23/1991","12/30/1991"," ",0.010," ",0.023," ",0.010," ",0.176," ",0.080," ",0.390," ",0.320," ",0.210,5.36,5.05,"p",4.2,5.4,"p",3518.3,53.34,53.340,"w ","w ","            ",""
"CA45","12/30/1991","01/07/1992"," ",0.040," ",0.141," ",0.086," ",0.622,"<",0.020," ",0.110," ",1.070," ",0.260,5.47,5.15,"p",6.6,7.8,"p",3624.4,54.61,54.610,"w ","w ","            ",""
"CA45","01/07/1992","01/14/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",2.9,0.00,0.000,"t ","d ","            ",""
"CA45","01/14/1992","01/21/1992"," ",0.040," ",0.005," ",0.009," ",0.046," ",0.110," ",0.190," ",0.070," ",0.310,5.50,5.30,"p",3.1,3.5,"p",136.8,2.03,2.030,"w ","w ","            ",""
"CA45","01/21/1992","01/28/1992"," ",0.010," ",0.008,"<",0.003," ",0.069," ",0.170," ",0.660," ",0.130," ",0.160,5.15,5.10,"p",5.4,5.8,"p",1514.6,22.86,22.860,"w ","w ","            ",""
"CA45","01/28/1992","02/04/1992"," ",0.020," ",0.014,"<",0.003," ",0.109,"<",0.020," ",0.300," ",0.210," ",0.140,5.32,5.05,"p",3.4,4.3,"p",1083.4,16.26,16.260,"w ","w ","            ",""
"CA45","02/04/1992","02/11/1992"," ",0.030," ",0.102," ",0.029," ",0.815," ",0.040," ",0.230," ",1.510," ",0.330,5.37,5.10,"p",8.2,9.1,"p",4132.7,62.48,62.480,"w ","w ","            ",""
"CA45","02/11/1992","02/18/1992"," ",0.010," ",0.037," ",0.010," ",0.313,"<",0.020," ",0.150," ",0.580," ",0.170,5.41,5.25,"p",4.4,4.8,"p",6095.7,91.19,91.190,"w ","w ","            ",""
"CA45","02/18/1992","02/25/1992"," ",0.010," ",0.011," ",0.004," ",0.088,"<",0.020," ",0.200," ",0.140," ",0.110,5.50,5.15,"p",2.6,3.3,"p",3109.6,47.75,47.750,"w ","w ","            ",""
"CA45","02/25/1992","03/03/1992"," ",0.020," ",0.013," ",0.011," ",0.097," ",0.110," ",0.510," ",0.170," ",0.230,5.39,5.15,"p",4.1,5.2,"p",1275.0,19.05,19.050,"w ","w ","            ",""
"CA45","03/03/1992","03/10/1992"," ",0.050," ",0.050," ",0.017," ",0.418," ",0.060," ",0.220," ",0.740," ",0.250,5.48,5.25,"p",5.1,5.6,"p",1589.8,23.11,23.110,"w ","w ","            ",""
"CA45","03/10/1992","03/17/1992"," ",0.030," ",0.062," ",0.022," ",0.499,"<",0.020," ",0.110," ",0.940," ",0.210,5.43,5.30,"p",5.8,5.7,"p",4170.6,61.72,61.720,"w ","w ","            ",""
"CA45","03/17/1992","03/24/1992"," ",0.070," ",0.015," ",0.012," ",0.080," ",0.580," ",1.240," ",0.130," ",0.390,6.12,5.25,"p",6.8,7.3,"p",321.8,4.06,4.060,"w ","w ","            ",""
"CA45","03/24/1992","03/31/1992"," ",0.010," ",0.016," ",0.004," ",0.103," ",0.090," ",0.270," ",0.180," ",0.160,5.87,5.30,"p",3.2,3.3,"p",319.1,5.08,5.080,"w ","w ","            ",""
"CA45","03/31/1992","04/07/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.9,0.00,0.000,"t ","d ","            ",""
"CA45","04/07/1992","04/14/1992"," ",0.050," ",0.020," ",0.018," ",0.106," ",0.050," ",0.330," ",0.190," ",0.190,6.01,5.05,"p",3.2,4.1,"p",1291.6,19.05,19.050,"w ","w ","            ",""
"CA45","04/14/1992","04/21/1992"," ",0.060," ",0.011," ",0.015," ",0.046," ",0.050," ",0.340," ",0.090," ",0.210,5.79,5.20,"p",2.9,3.5,"p",292.5,4.57,4.570,"w ","w ","            ",""
"CA45","04/21/1992","04/28/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.2,0.00,0.000,"t ","d ","            ",""
"CA45","04/28/1992","05/05/1992"," ",0.170," ",0.091," ",0.044," ",1.160," ",0.610," ",0.920," ",1.390," ",1.220,6.65,-9.00,"-",15.6,-9.0,"-",49.3,0.76,0.760,"w ","w ","            ",""
"CA45","05/05/1992","05/12/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","ns"
"CA45","05/12/1992","05/19/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","05/19/1992","05/26/1992"," ",0.170," ",0.060," ",0.024," ",0.481,"<",0.020," ",0.260," ",0.710," ",0.460,5.84,5.00,"p",6.3,8.7,"p",504.1,7.37,7.370,"w ","w ","            ",""
"CA45","05/26/1992","06/02/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","06/02/1992","06/09/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","06/09/1992","06/15/1992"," ",0.280," ",0.069," ",0.037," ",1.021," ",0.340," ",0.430," ",0.700," ",0.730,7.05,-9.00,"-",21.8,-9.0,"-",47.5,0.76,0.760,"w ","w ","            ",""
"CA45","06/15/1992","06/23/1992"," ",0.290," ",0.097," ",0.129," ",0.740," ",1.190," ",3.760," ",0.580," ",2.400,6.75,-9.00,"-",25.5,-9.0,"-",58.0,1.02,1.020,"w ","w ","            ",""
"CA45","06/23/1992","06/30/1992"," ",0.040," ",0.021," ",0.016," ",0.174," ",0.070," ",0.250," ",0.260," ",0.270,5.76,-9.00,"-",3.3,-9.0,"-",1722.2,24.64,24.640,"w ","w ","            ",""
"CA45","06/30/1992","07/07/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","07/07/1992","07/14/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","07/14/1992","07/21/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","07/21/1992","07/28/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","07/28/1992","08/04/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/04/1992","08/11/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/11/1992","08/18/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/18/1992","08/25/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","08/25/1992","09/01/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/01/1992","09/08/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/08/1992","09/15/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/15/1992","09/22/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","ns"
"CA45","09/22/1992","09/29/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","09/29/1992","10/06/1992"," ",0.020," ",0.022," ",0.016," ",0.177," ",0.060," ",0.190," ",0.280," ",0.220,6.00,5.10,"p",3.7,3.5,"p",1459.8,21.84,21.840,"w ","w ","            ",""
"CA45","10/06/1992","10/13/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","10/13/1992","10/20/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,-7.00,0.127,"da","t ","            ","na"
"CA45","10/20/1992","10/27/1992"," ",0.010," ",0.004," ",0.003," ",0.015," ",0.060," ",0.130,"<",0.030," ",0.090,5.79,5.15,"f",1.8,2.0,"f",1318.5,19.56,19.560,"w ","w ","            ",""
"CA45","10/27/1992","11/03/1992"," ",0.040," ",0.077," ",0.029," ",0.637," ",0.030," ",0.130," ",1.140," ",0.310,5.53,5.10,"p",6.3,6.4,"p",3752.5,56.64,56.640,"w ","w ","            ",""
"CA45","11/03/1992","11/10/1992","<",0.050,"<",0.016,"<",0.016," ",0.218,"<",0.100," ",0.420," ",0.260," ",0.210,6.08,-9.00,"-",4.8,-9.0,"-",13.3,0.25,0.250,"wa","wa","            ",""
"CA45","11/10/1992","11/17/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",0.0,0.00,0.000,"da","d ","            ","na"
"CA45","11/17/1992","11/24/1992"," ",0.010," ",0.014," ",0.008," ",0.113," ",0.180," ",0.330," ",0.200," ",0.170,5.65,5.30,"p",3.1,3.7,"p",989.1,16.00,16.000,"w ","w ","            ",""
"CA45","11/24/1992","12/01/1992"," ",0.160," ",0.037," ",0.061," ",0.424," ",1.220," ",3.220," ",0.410," ",0.950,6.20,-9.00,"-",16.5,-9.0,"-",25.4,0.51,0.510,"wa","wa","            ",""
"CA45","12/01/1992","12/09/1992"," ",0.010," ",0.016," ",0.009," ",0.160," ",0.070," ",0.160," ",0.250," ",0.130,5.59,5.10,"p",2.8,4.8,"p",10718.6,164.59,164.590,"w ","w ","            ",""
"CA45","12/09/1992","12/15/1992"," ",0.030," ",0.058," ",0.026," ",0.505," ",0.040," ",0.090," ",0.900," ",0.220,5.57,5.30,"p",5.1,5.0,"p",3455.3,53.59,53.590,"w ","w ","            ",""
"CA45","12/15/1992","12/22/1992"," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.00,-9.00,"-",-9.0,-9.0,"-",983.3,14.99,14.990,"w ","  ","c           ","ns"
"CA45","12/22/1992","12/29/1992"," ",0.040," ",0.117," ",0.042," ",0.953," ",0.030," ",0.220," ",1.720," ",0.410,5.35,5.00,"p",9.6,9.4,"p",2021.0,30.99,30.990,"w ","w ","            ",""
"CA45","12/29/1992","01/04/1993"," ",0.020," ",0.048," ",0.015," ",0.407," ",0.020," ",0.130," ",0.720," ",0.240,5.44,5.25,"p",4.6,5.3,"p",6288.2,91.44,91.440,"w ","w ","            ",""
"CA45","01/04/1993","01/12/1993"," ",0.030," ",0.044," ",0.012," ",0.370," ",0.050," ",0.250," ",0.620," ",0.220,5.59,5.10,"p",4.6,5.7,"p",3999.6,61.72,61.720,"w ","w ","            ",""
"CA45","01/12/1993","01/19/1993"," ",0.010," ",0.031," ",0.010," ",0.248,"<",0.020," ",0.240," ",0.410," ",0.210,5.78,5.10,"p",3.7,4.5,"p",4530.7,69.34,69.340,"w ","w ","            ",""
"CA45","01/19/1993","01/26/1993"," ",0.030," ",0.017," ",0.006," ",0.131," ",0.030," ",0.190," ",0.210," ",0.160,5.40,5.10,"p",3.0,3.5,"p",8398.9,123.19,123.190,"w ","w ","            ",""
"CA45","01/26/1993","02/02/1993","<",0.140,"<",0.046,"<",0.046," ",0.092,"<",0.310,"<",0.460," ",0.610,"<",0.460,6.38,-9.00,"-",4.6,-9.0,"-",8.4,0.00,0.000,"wa","d ","            ",""
"CA45","02/02/1993","02/09/1993"," ",0.030," ",0.027," ",0.028," ",0.186," ",0.330," ",0.790," ",0.280," ",0.360,6.16,5.40,"p",5.5,5.6,"p",1179.0,18.03,18.030,"w ","w ","            ",""
"CA45","02/09/1993","02/16/1993"," ",0.040," ",0.053," ",0.018," ",0.439," ",0.070," ",0.250," ",0.760," ",0.370,5.46,5.00,"p",5.7,6.1,"p",1293.3,18.54,18.540,"w ","w ","            ",""
"CA45","02/16/1993","02/23/1993"," ",0.030," ",0.073," ",0.026," ",0.606," ",0.060," ",0.180," ",1.130," ",0.290,5.46,5.30,"p",6.3,7.2,"p",9919.7,147.57,147.570,"w ","w ","            ",""
"CA45","02/23/1993","03/02/1993"," ",0.110," ",0.039," ",0.015," ",0.149," ",0.080," ",0.260," ",0.240," ",0.230,6.55,5.45,"p",6.0,3.1,"p",115.7,1.78,1.780,"w ","w ","            ",""
"CA45","03/02/1993","03/09/1993"," ",0.020," ",0.012," ",0.008," ",0.080," ",0.060," ",0.240," ",0.130," ",0.210,5.87,5.30,"p",2.7,3.5,"p",204.8,3.30,3.300,"w ","w ","            ",""
"CA45","03/09/1993","03/16/1993"," ",0.040," ",0.029," ",0.018," ",0.228," ",0.220," ",0.820," ",0.370," ",0.480,5.18,5.00,"p",6.9,8.8,"p",269.6,3.56,3.560,"w ","w ","            ",""
"CA45","03/16/1993","03/23/1993"," ",0.020," ",0.026," ",0.012," ",0.172," ",0.050," ",0.400," ",0.300," ",0.270,6.06,5.20,"p",3.6,4.7,"p",2232.7,32.26,32.260,"w ","w ","            ",""
